Subscriber	Time	CalledNo
10009	2010-01-29 15:49:30	--------
10007	2010-01-29 15:58:48	--------
10010	2010-01-29 15:58:48	--------
10001	2010-01-29 16:12:45	--------
10004	2010-01-29 16:12:45	--------
10010	2010-01-29 16:40:39	--------
10008	2010-01-29 17:03:54	--------
10006	2010-01-29 17:17:51	--------
10005	2010-01-29 17:22:30	--------
10001	2010-01-29 17:31:48	--------
10007	2010-01-29 17:41:06	--------
10004	2010-01-29 17:59:42	--------
10004	2010-01-29 18:04:21	--------
10005	2010-01-29 18:04:21	--------
10010	2010-01-29 18:13:39	--------
10003	2010-01-29 18:36:54	--------
10009	2010-01-29 18:36:54	--------
10003	2010-01-29 18:46:12	--------
10001	2010-01-29 19:46:39	--------
10004	2010-01-29 20:33:09	--------
10010	2010-01-29 20:42:27	--------
10005	2010-01-29 20:51:45	--------
10008	2010-01-29 20:51:45	--------
10003	2010-01-29 21:05:42	--------
10006	2010-01-29 21:05:42	--------
10001	2010-01-29 21:24:18	--------
10008	2010-01-29 22:10:48	--------
10001	2010-01-29 22:20:06	--------
10001	2010-01-29 22:38:42	--------
10001	2010-01-29 22:43:21	--------
10004	2010-01-29 22:48:00	--------
10001	2010-01-29 23:11:15	--------
10010	2010-01-29 23:25:12	--------
10010	2010-01-29 23:29:51	--------
10000	2010-01-29 23:34:30	--------
10010	2010-01-29 23:39:09	--------
10010	2010-01-29 23:43:48	--------
10001	2010-01-30 00:25:39	--------
10004	2010-01-30 00:44:15	--------
10002	2010-01-30 00:53:33	--------
10005	2010-01-30 01:02:51	--------
10008	2010-01-30 01:02:51	--------
10001	2010-01-30 01:21:27	--------
10006	2010-01-30 01:26:06	--------
10010	2010-01-30 01:30:45	--------
10004	2010-01-30 01:35:24	--------
10009	2010-01-30 02:12:36	--------
10005	2010-01-30 02:21:54	--------
10001	2010-01-30 02:26:33	--------
10004	2010-01-30 03:03:45	--------
10009	2010-01-30 03:03:45	--------
10004	2010-01-30 03:13:03	--------
10010	2010-01-30 03:22:21	--------
10004	2010-01-30 03:31:39	--------
10004	2010-01-30 03:40:57	--------
10001	2010-01-30 03:59:33	--------
10006	2010-01-30 04:18:09	--------
10010	2010-01-30 04:18:09	--------
10009	2010-01-30 04:32:06	--------
10000	2010-01-30 04:41:24	--------
10005	2010-01-30 04:50:42	--------
10010	2010-01-30 05:13:57	--------
10007	2010-01-30 05:23:15	--------
10006	2010-01-30 05:27:54	--------
10009	2010-01-30 05:46:30	--------
10000	2010-01-30 05:51:09	--------
10000	2010-01-30 06:09:45	--------
10005	2010-01-30 06:14:24	--------
10006	2010-01-30 06:19:03	--------
10009	2010-01-30 06:28:21	--------
10005	2010-01-30 06:33:00	--------
10006	2010-01-30 06:33:00	--------
10007	2010-01-30 06:37:39	--------
10007	2010-01-31 05:57:18	--------
10004	2010-01-31 06:15:54	--------
10004	2010-01-31 06:20:33	--------
10003	2010-01-31 06:29:51	--------
10010	2010-01-31 06:29:51	--------
10000	2010-01-31 07:21:00	--------
10002	2010-01-31 07:39:36	--------
10005	2010-01-31 07:53:33	--------
10008	2010-01-31 07:53:33	--------
10004	2010-01-31 07:58:12	--------
10008	2010-01-31 08:16:48	--------
10008	2010-01-31 08:40:03	--------
10010	2010-01-31 08:49:21	--------
10007	2010-01-31 09:31:12	--------
10000	2010-01-31 09:54:27	--------
10009	2010-01-31 09:59:06	--------
10006	2010-01-31 10:03:45	--------
10007	2010-01-31 10:08:24	--------
10000	2010-01-31 10:45:36	--------
10005	2010-01-31 10:50:15	--------
10010	2010-01-31 10:50:15	--------
10010	2010-01-31 10:54:54	--------
10009	2010-01-31 11:32:06	--------
10007	2010-01-31 11:36:45	--------
10004	2010-01-31 11:41:24	--------
10004	2010-01-31 11:50:42	--------
10010	2010-01-31 12:00:00	--------
10009	2010-01-31 12:04:39	--------
10001	2010-01-31 12:23:15	--------
10004	2010-01-31 12:32:33	--------
10005	2010-01-31 12:32:33	--------
10004	2010-01-31 12:37:12	--------
10001	2010-01-31 12:51:09	--------
10001	2010-01-31 13:00:27	--------
10010	2010-01-31 13:00:27	--------
10010	2010-01-31 13:05:06	--------
10010	2010-01-31 13:14:24	--------
10003	2010-01-31 13:46:57	--------
10010	2010-01-31 13:51:36	--------
10002	2010-01-31 13:56:15	--------
10009	2010-01-31 14:05:33	--------
10006	2010-01-31 14:10:12	--------
10000	2010-01-31 14:14:51	--------
10006	2010-01-31 14:56:42	--------
10009	2010-01-31 15:06:00	--------
10008	2010-01-31 15:15:18	--------
10000	2010-01-31 15:43:12	--------
10001	2010-01-31 15:52:30	--------
10004	2010-01-31 16:01:48	--------
10010	2010-01-31 16:01:48	--------
10010	2010-01-31 16:20:24	--------
10004	2010-01-31 16:34:21	--------
10003	2010-01-31 16:48:18	--------
10004	2010-01-31 16:52:57	--------
10007	2010-01-31 17:11:33	--------
10007	2010-01-31 17:25:30	--------
10005	2010-01-31 17:34:48	--------
10005	2010-01-31 17:39:27	--------
10000	2010-01-31 17:44:06	--------
10001	2010-01-31 17:44:06	--------
10007	2010-01-31 17:53:24	--------
10007	2010-01-31 18:12:00	--------
10010	2010-01-31 18:12:00	--------
10006	2010-01-31 18:16:39	--------
10006	2010-01-31 18:39:54	--------
10004	2010-01-31 19:03:09	--------
10007	2010-01-31 19:07:48	--------
10004	2010-01-31 19:12:27	--------
10005	2010-01-31 19:12:27	--------
10010	2010-01-31 19:17:06	--------
10009	2010-01-31 19:45:00	--------
10001	2010-01-31 19:54:18	--------
10010	2010-01-31 19:54:18	--------
10005	2010-01-31 19:58:57	--------
10008	2010-01-31 19:58:57	--------
10010	2010-01-31 20:03:36	--------
10006	2010-01-31 20:22:12	--------
10010	2010-01-31 20:31:30	--------
10009	2010-01-31 20:40:48	--------
10001	2010-01-31 21:04:03	--------
10006	2010-01-31 21:08:42	--------
10010	2010-01-31 21:13:21	--------
10004	2010-01-31 21:27:18	--------
10008	2010-01-31 21:31:57	--------
10006	2010-01-31 22:04:30	--------
10007	2010-01-31 22:04:30	--------
10001	2010-01-31 22:13:48	--------
10010	2010-01-31 22:13:48	--------
10004	2010-01-31 22:41:42	--------
10008	2010-01-31 22:46:21	--------
10010	2010-01-31 22:55:39	--------
10007	2010-01-31 23:00:18	--------
10004	2010-01-31 23:14:15	--------
10001	2010-01-31 23:23:33	--------
10001	2010-01-31 23:46:48	--------
10010	2010-01-31 23:51:27	--------
10010	2010-01-20 04:45:00	--------
10006	2010-01-20 04:49:39	--------
10005	2010-01-20 04:54:18	--------
10009	2010-01-20 05:17:33	--------
10009	2010-01-20 05:22:12	--------
10004	2010-01-20 05:26:51	--------
10007	2010-01-20 05:26:51	--------
10007	2010-01-20 05:59:24	--------
10006	2010-01-20 06:04:03	--------
10010	2010-01-20 06:13:21	--------
10003	2010-01-20 06:27:18	--------
10010	2010-01-20 06:45:54	--------
10010	2010-01-20 07:23:06	--------
10005	2010-01-20 07:27:45	--------
10004	2010-01-20 08:04:57	--------
10006	2010-01-20 08:09:36	--------
10005	2010-01-20 08:18:54	--------
10005	2010-01-20 08:42:09	--------
10007	2010-01-20 09:05:24	--------
10002	2010-01-20 09:14:42	--------
10005	2010-01-20 09:24:00	--------
10008	2010-01-20 09:42:36	--------
10001	2010-01-20 09:56:33	--------
10009	2010-01-20 09:56:33	--------
10010	2010-01-20 09:56:33	--------
10001	2010-01-20 10:05:51	--------
10010	2010-01-20 10:19:48	--------
10007	2010-01-20 10:24:27	--------
10006	2010-01-20 10:29:06	--------
10010	2010-01-20 10:33:45	--------
10006	2010-01-20 10:38:24	--------
10009	2010-01-20 10:38:24	--------
10005	2010-01-20 10:52:21	--------
10005	2010-01-20 11:06:18	--------
10001	2010-01-20 11:10:57	--------
10000	2010-01-20 11:24:54	--------
10010	2010-01-20 11:24:54	--------
10004	2010-01-20 11:29:33	--------
10001	2010-01-20 11:43:30	--------
10007	2010-01-20 11:43:30	--------
10003	2010-01-20 12:02:06	--------
10008	2010-01-20 12:02:06	--------
10009	2010-01-20 12:06:45	--------
10001	2010-01-20 12:16:03	--------
10003	2010-01-20 12:20:42	--------
10003	2010-01-20 12:25:21	--------
10007	2010-01-20 12:34:39	--------
10004	2010-01-20 12:39:18	--------
10007	2010-01-20 12:53:15	--------
10005	2010-01-20 13:30:27	--------
10007	2010-01-20 13:44:24	--------
10005	2010-01-20 14:21:36	--------
10010	2010-01-20 14:26:15	--------
10010	2010-01-20 14:54:09	--------
10005	2010-01-20 15:17:24	--------
10003	2010-01-20 15:26:42	--------
10010	2010-01-20 15:31:21	--------
10005	2010-01-20 15:49:57	--------
10005	2010-01-20 15:54:36	--------
10009	2010-01-20 16:03:54	--------
10001	2010-01-20 16:08:33	--------
10009	2010-01-20 16:08:33	--------
10003	2010-01-20 16:17:51	--------
10009	2010-01-20 16:17:51	--------
10007	2010-01-20 16:27:09	--------
10000	2010-01-20 16:31:48	--------
10001	2010-01-20 17:04:21	--------
10009	2010-01-20 17:04:21	--------
10010	2010-01-20 17:09:00	--------
10002	2010-01-20 17:22:57	--------
10005	2010-01-20 17:32:15	--------
10001	2010-01-20 18:00:09	--------
10001	2010-01-20 18:09:27	--------
10005	2010-01-20 18:23:24	--------
10004	2010-01-20 18:42:00	--------
10003	2010-01-20 19:37:48	--------
10007	2010-01-20 19:51:45	--------
10000	2010-01-20 20:05:42	--------
10001	2010-01-20 20:24:18	--------
10003	2010-01-20 20:56:51	--------
10005	2010-01-20 20:56:51	--------
10002	2010-01-20 21:01:30	--------
10006	2010-01-20 21:10:48	--------
10001	2010-01-20 21:15:27	--------
10001	2010-01-20 21:29:24	--------
10001	2010-01-20 21:34:03	--------
10001	2010-01-20 22:06:36	--------
10010	2010-01-20 22:11:15	--------
10000	2010-01-20 22:15:54	--------
10004	2010-01-20 22:15:54	--------
10006	2010-01-20 22:15:54	--------
10005	2010-01-20 22:25:12	--------
10005	2010-01-20 22:57:45	--------
10006	2010-01-20 23:07:03	--------
10003	2010-01-20 23:16:21	--------
10007	2010-01-20 23:16:21	--------
10010	2010-01-20 23:16:21	--------
10004	2010-01-20 23:30:18	--------
10010	2010-01-20 23:30:18	--------
10005	2010-01-20 23:34:57	--------
10004	2010-01-20 23:48:54	--------
10005	2010-01-20 23:48:54	--------
10003	2010-01-20 23:53:33	--------
10010	2010-01-21 00:16:48	--------
10000	2010-01-21 19:34:39	--------
10005	2010-01-21 19:39:18	--------
10007	2010-01-21 19:39:18	--------
10007	2010-01-21 19:48:36	--------
10009	2010-01-21 19:57:54	--------
10006	2010-01-21 20:11:51	--------
10009	2010-01-21 20:25:48	--------
10010	2010-01-21 20:39:45	--------
10004	2010-01-21 20:44:24	--------
10005	2010-01-21 20:44:24	--------
10010	2010-01-21 20:53:42	--------
10004	2010-01-21 22:12:45	--------
10009	2010-01-21 22:40:39	--------
10008	2010-01-21 22:49:57	--------
10010	2010-01-21 22:54:36	--------
10005	2010-01-21 22:59:15	--------
10008	2010-01-21 23:13:12	--------
10001	2010-01-21 23:45:45	--------
10005	2010-01-21 23:45:45	--------
10008	2010-01-21 23:45:45	--------
10006	2010-01-22 00:04:21	--------
10006	2010-01-22 01:18:45	--------
10007	2010-01-22 01:37:21	--------
10009	2010-01-22 01:42:00	--------
10005	2010-01-22 01:51:18	--------
10008	2010-01-22 01:55:57	--------
10005	2010-01-22 02:14:33	--------
10006	2010-01-22 02:14:33	--------
10004	2010-01-22 02:47:06	--------
10005	2010-01-22 03:05:42	--------
10000	2010-01-22 03:19:39	--------
10001	2010-01-22 03:52:12	--------
10001	2010-01-22 04:15:27	--------
10005	2010-01-22 04:29:24	--------
10005	2010-01-22 04:34:03	--------
10006	2010-01-22 04:38:42	--------
10010	2010-01-22 04:38:42	--------
10005	2010-01-22 05:06:36	--------
10005	2010-01-22 05:20:33	--------
10004	2010-01-22 05:25:12	--------
10001	2010-01-22 05:39:09	--------
10000	2010-01-22 05:53:06	--------
10000	2010-01-22 06:58:12	--------
10009	2010-01-22 07:07:30	--------
10010	2010-01-22 07:12:09	--------
10001	2010-01-22 07:16:48	--------
10005	2010-01-22 07:21:27	--------
10004	2010-01-22 07:35:24	--------
10001	2010-01-22 07:49:21	--------
10009	2010-01-22 07:54:00	--------
10000	2010-01-22 07:58:39	--------
10009	2010-01-22 08:40:30	--------
10001	2010-01-22 08:49:48	--------
10001	2010-01-22 08:59:06	--------
10006	2010-01-22 09:08:24	--------
10010	2010-01-22 09:17:42	--------
10001	2010-01-22 09:22:21	--------
10005	2010-01-22 09:22:21	--------
10003	2010-01-22 09:36:18	--------
10001	2010-01-22 09:45:36	--------
10006	2010-01-22 09:45:36	--------
10007	2010-01-22 09:54:54	--------
10001	2010-01-22 09:59:33	--------
10008	2010-01-22 10:04:12	--------
10001	2010-01-22 10:08:51	--------
10005	2010-01-22 10:18:09	--------
10008	2010-01-22 10:36:45	--------
10006	2010-01-22 10:41:24	--------
10001	2010-01-22 10:50:42	--------
10001	2010-01-22 10:55:21	--------
10003	2010-01-22 11:09:18	--------
10000	2010-01-22 11:18:36	--------
10008	2010-01-22 11:18:36	--------
10006	2010-01-22 11:41:51	--------
10005	2010-01-22 12:28:21	--------
10004	2010-01-22 12:33:00	--------
10004	2010-01-22 12:42:18	--------
10004	2010-01-22 12:46:57	--------
10007	2010-01-22 12:46:57	--------
10002	2010-01-22 12:56:15	--------
10004	2010-01-22 12:56:15	--------
10001	2010-01-22 13:10:12	--------
10005	2010-01-22 13:10:12	--------
10008	2010-01-22 13:10:12	--------
10005	2010-01-22 13:14:51	--------
10005	2010-01-22 13:19:30	--------
10005	2010-01-22 13:38:06	--------
10003	2010-01-22 13:42:45	--------
10005	2010-01-22 13:42:45	--------
10010	2010-01-22 14:06:00	--------
10006	2010-01-22 14:29:15	--------
10008	2010-01-22 15:01:48	--------
10008	2010-01-22 15:06:27	--------
10005	2010-01-22 15:34:21	--------
10010	2010-01-22 15:34:21	--------
10009	2010-01-22 15:43:39	--------
10003	2010-01-22 16:06:54	--------
10000	2010-01-22 16:11:33	--------
10005	2010-01-22 16:48:45	--------
10001	2010-01-22 16:53:24	--------
10003	2010-01-22 17:12:00	--------
10001	2010-01-22 17:39:54	--------
10005	2010-01-22 17:39:54	--------
10006	2010-01-22 17:39:54	--------
10009	2010-01-23 13:34:57	--------
10004	2010-01-23 14:02:51	--------
10003	2010-01-23 14:12:09	--------
10007	2010-01-23 14:12:09	--------
10000	2010-01-23 14:16:48	--------
10001	2010-01-23 14:30:45	--------
10001	2010-01-23 14:40:03	--------
10005	2010-01-23 15:03:18	--------
10010	2010-01-23 15:26:33	--------
10004	2010-01-23 15:40:30	--------
10005	2010-01-23 15:49:48	--------
10006	2010-01-23 16:03:45	--------
10004	2010-01-23 16:08:24	--------
10001	2010-01-23 16:36:18	--------
10009	2010-01-23 16:36:18	--------
10001	2010-01-23 17:18:09	--------
10006	2010-01-23 17:27:27	--------
10007	2010-01-23 17:32:06	--------
10005	2010-01-23 17:36:45	--------
10009	2010-01-23 17:41:24	--------
10009	2010-01-23 17:46:03	--------
10005	2010-01-23 18:09:18	--------
10008	2010-01-23 18:18:36	--------
10009	2010-01-23 18:27:54	--------
10010	2010-01-23 18:27:54	--------
10008	2010-01-23 19:19:03	--------
10005	2010-01-23 19:28:21	--------
10001	2010-01-23 19:37:39	--------
10003	2010-01-23 19:51:36	--------
10000	2010-01-23 19:56:15	--------
10009	2010-01-23 19:56:15	--------
10010	2010-01-23 20:10:12	--------
10005	2010-01-23 20:28:48	--------
10003	2010-01-23 20:42:45	--------
10005	2010-01-23 21:19:57	--------
10010	2010-01-23 21:19:57	--------
10006	2010-01-23 21:24:36	--------
10004	2010-01-23 21:29:15	--------
10002	2010-01-23 21:33:54	--------
10010	2010-01-23 21:33:54	--------
10008	2010-01-23 21:52:30	--------
10010	2010-01-23 21:52:30	--------
10002	2010-01-23 22:01:48	--------
10005	2010-01-23 22:11:06	--------
10004	2010-01-23 22:25:03	--------
10005	2010-01-23 22:39:00	--------
10010	2010-01-23 23:25:30	--------
10006	2010-01-24 00:02:42	--------
10005	2010-01-24 00:07:21	--------
10001	2010-01-24 00:25:57	--------
10005	2010-01-24 00:30:36	--------
10007	2010-01-24 00:39:54	--------
10000	2010-01-24 00:58:30	--------
10009	2010-01-24 00:58:30	--------
10010	2010-01-24 01:03:09	--------
10003	2010-01-24 01:17:06	--------
10010	2010-01-24 01:17:06	--------
10007	2010-01-24 01:26:24	--------
10002	2010-01-24 01:40:21	--------
10006	2010-01-24 01:40:21	--------
10008	2010-01-24 01:40:21	--------
10005	2010-01-24 01:54:18	--------
10005	2010-01-24 02:08:15	--------
10010	2010-01-24 02:12:54	--------
10010	2010-01-24 02:17:33	--------
10008	2010-01-24 02:31:30	--------
10005	2010-01-24 02:36:09	--------
10006	2010-01-24 02:50:06	--------
10009	2010-01-24 02:54:45	--------
10009	2010-01-24 03:13:21	--------
10004	2010-01-24 03:27:18	--------
10006	2010-01-24 03:27:18	--------
10004	2010-01-24 03:36:36	--------
10009	2010-01-24 03:50:33	--------
10000	2010-01-24 04:13:48	--------
10006	2010-01-24 04:13:48	--------
10001	2010-01-24 04:18:27	--------
10004	2010-01-24 04:27:45	--------
10005	2010-01-24 04:32:24	--------
10000	2010-01-24 04:46:21	--------
10006	2010-01-24 04:46:21	--------
10010	2010-01-24 05:04:57	--------
10010	2010-01-24 05:14:15	--------
10001	2010-01-24 05:18:54	--------
10004	2010-01-24 05:42:09	--------
10010	2010-01-24 05:56:06	--------
10008	2010-01-24 06:19:21	--------
10009	2010-01-24 06:37:57	--------
10005	2010-01-24 07:05:51	--------
10009	2010-01-24 07:05:51	--------
10005	2010-01-24 07:10:30	--------
10005	2010-01-24 07:15:09	--------
10010	2010-01-24 07:19:48	--------
10006	2010-01-24 07:57:00	--------
10004	2010-01-24 08:20:15	--------
10007	2010-01-24 08:48:09	--------
10008	2010-01-24 08:48:09	--------
10003	2010-01-24 09:11:24	--------
10001	2010-01-24 09:25:21	--------
10005	2010-01-24 09:25:21	--------
10005	2010-01-24 09:34:39	--------
10005	2010-01-24 09:39:18	--------
10001	2010-01-24 10:35:06	--------
10008	2010-01-24 10:58:21	--------
10005	2010-01-25 06:53:24	--------
10004	2010-01-25 07:07:21	--------
10006	2010-01-25 07:21:18	--------
10003	2010-01-25 07:25:57	--------
10005	2010-01-25 07:39:54	--------
10008	2010-01-25 07:44:33	--------
10005	2010-01-25 08:03:09	--------
10003	2010-01-25 08:07:48	--------
10009	2010-01-25 08:12:27	--------
10005	2010-01-25 08:21:45	--------
10001	2010-01-25 08:26:24	--------
10007	2010-01-25 08:31:03	--------
10006	2010-01-25 08:45:00	--------
10006	2010-01-25 08:58:57	--------
10001	2010-01-25 09:03:36	--------
10001	2010-01-25 09:08:15	--------
10005	2010-01-25 09:12:54	--------
10005	2010-01-25 09:31:30	--------
10005	2010-01-25 09:36:09	--------
10006	2010-01-25 09:36:09	--------
10001	2010-01-25 09:45:27	--------
10010	2010-01-25 10:13:21	--------
10008	2010-01-25 10:27:18	--------
10010	2010-01-25 10:36:36	--------
10005	2010-01-25 10:55:12	--------
10007	2010-01-25 10:59:51	--------
10010	2010-01-25 11:04:30	--------
10004	2010-01-25 11:37:03	--------
10005	2010-01-25 12:04:57	--------
10001	2010-01-25 12:09:36	--------
10000	2010-01-25 12:14:15	--------
10004	2010-01-25 12:37:30	--------
10005	2010-01-25 12:56:06	--------
10008	2010-01-25 12:56:06	--------
10005	2010-01-25 13:14:42	--------
10001	2010-01-25 13:51:54	--------
10001	2010-01-25 14:01:12	--------
10003	2010-01-25 14:05:51	--------
10004	2010-01-25 14:05:51	--------
10007	2010-01-25 14:05:51	--------
10004	2010-01-25 14:10:30	--------
10003	2010-01-25 14:33:45	--------
10002	2010-01-25 14:38:24	--------
10008	2010-01-25 14:38:24	--------
10010	2010-01-25 14:43:03	--------
10005	2010-01-25 14:47:42	--------
10010	2010-01-25 14:52:21	--------
10010	2010-01-25 15:10:57	--------
10001	2010-01-25 15:20:15	--------
10006	2010-01-25 15:20:15	--------
10007	2010-01-25 15:20:15	--------
10008	2010-01-25 15:38:51	--------
10001	2010-01-25 15:52:48	--------
10010	2010-01-25 16:11:24	--------
10010	2010-01-25 16:16:03	--------
10005	2010-01-25 16:25:21	--------
10001	2010-01-25 16:30:00	--------
10003	2010-01-25 16:30:00	--------
10007	2010-01-25 16:48:36	--------
10007	2010-01-25 17:07:12	--------
10010	2010-01-25 17:30:27	--------
10005	2010-01-25 17:44:24	--------
10005	2010-01-25 17:53:42	--------
10007	2010-01-25 17:58:21	--------
10005	2010-01-25 18:03:00	--------
10009	2010-01-25 18:07:39	--------
10000	2010-01-25 18:35:33	--------
10001	2010-01-25 18:35:33	--------
10005	2010-01-25 18:40:12	--------
10010	2010-01-25 18:49:30	--------
10006	2010-01-25 18:54:09	--------
10001	2010-01-25 19:08:06	--------
10004	2010-01-25 19:08:06	--------
10000	2010-01-25 19:26:42	--------
10010	2010-01-25 19:31:21	--------
10001	2010-01-25 19:36:00	--------
10004	2010-01-25 19:54:36	--------
10005	2010-01-25 20:13:12	--------
10005	2010-01-25 20:31:48	--------
10004	2010-01-25 20:45:45	--------
10006	2010-01-25 20:59:42	--------
10004	2010-01-25 21:09:00	--------
10010	2010-01-25 21:32:15	--------
10001	2010-01-25 21:36:54	--------
10010	2010-01-25 21:50:51	--------
10010	2010-01-25 21:55:30	--------
10009	2010-01-25 22:04:48	--------
10000	2010-01-25 22:32:42	--------
10004	2010-01-25 22:37:21	--------
10008	2010-01-25 22:37:21	--------
10004	2010-01-25 22:55:57	--------
10009	2010-01-25 23:00:36	--------
10007	2010-01-25 23:28:30	--------
10005	2010-01-25 23:42:27	--------
10006	2010-01-25 23:56:24	--------
10004	2010-01-26 00:10:21	--------
10004	2010-01-26 00:19:39	--------
10001	2010-01-26 00:28:57	--------
10009	2010-01-26 00:28:57	--------
10006	2010-01-26 00:33:36	--------
10010	2010-01-26 00:33:36	--------
10002	2010-01-26 01:01:30	--------
10001	2010-01-26 01:24:45	--------
10005	2010-01-26 01:29:24	--------
10006	2010-01-26 19:28:12	--------
10010	2010-01-26 19:56:06	--------
10001	2010-01-26 20:05:24	--------
10007	2010-01-26 20:05:24	--------
10010	2010-01-26 20:19:21	--------
10010	2010-01-26 20:33:18	--------
10003	2010-01-26 20:56:33	--------
10006	2010-01-26 20:56:33	--------
10002	2010-01-26 21:05:51	--------
10006	2010-01-26 22:10:57	--------
10005	2010-01-26 22:24:54	--------
10008	2010-01-26 22:34:12	--------
10003	2010-01-26 22:38:51	--------
10005	2010-01-26 22:38:51	--------
10005	2010-01-26 22:48:09	--------
10005	2010-01-26 22:57:27	--------
10010	2010-01-26 23:02:06	--------
10009	2010-01-26 23:06:45	--------
10002	2010-01-26 23:11:24	--------
10009	2010-01-26 23:16:03	--------
10010	2010-01-26 23:20:42	--------
10004	2010-01-26 23:25:21	--------
10005	2010-01-26 23:30:00	--------
10006	2010-01-26 23:43:57	--------
10000	2010-01-26 23:57:54	--------
10003	2010-01-26 23:57:54	--------
10001	2010-01-27 00:11:51	--------
10001	2010-01-27 00:21:09	--------
10004	2010-01-27 00:30:27	--------
10007	2010-01-27 00:30:27	--------
10010	2010-01-27 00:30:27	--------
10010	2010-01-27 00:35:06	--------
10005	2010-01-27 00:44:24	--------
10010	2010-01-27 00:44:24	--------
10000	2010-01-27 01:07:39	--------
10005	2010-01-27 01:12:18	--------
10009	2010-01-27 01:26:15	--------
10010	2010-01-27 01:26:15	--------
10001	2010-01-27 01:30:54	--------
10005	2010-01-27 01:54:09	--------
10007	2010-01-27 01:54:09	--------
10006	2010-01-27 02:17:24	--------
10006	2010-01-27 02:26:42	--------
10005	2010-01-27 02:31:21	--------
10005	2010-01-27 02:36:00	--------
10005	2010-01-27 02:45:18	--------
10010	2010-01-27 02:45:18	--------
10001	2010-01-27 02:49:57	--------
10005	2010-01-27 02:59:15	--------
10009	2010-01-27 02:59:15	--------
10004	2010-01-27 03:08:33	--------
10005	2010-01-27 03:13:12	--------
10005	2010-01-27 03:27:09	--------
10001	2010-01-27 03:36:27	--------
10005	2010-01-27 04:13:39	--------
10005	2010-01-27 04:27:36	--------
10006	2010-01-27 04:32:15	--------
10010	2010-01-27 04:50:51	--------
10007	2010-01-27 05:04:48	--------
10008	2010-01-27 05:04:48	--------
10006	2010-01-27 05:09:27	--------
10005	2010-01-27 05:28:03	--------
10001	2010-01-27 05:37:21	--------
10006	2010-01-27 05:55:57	--------
10004	2010-01-27 06:00:36	--------
10007	2010-01-27 06:05:15	--------
10010	2010-01-27 06:14:33	--------
10006	2010-01-27 06:19:12	--------
10007	2010-01-27 06:23:51	--------
10010	2010-01-27 06:23:51	--------
10000	2010-01-27 06:28:30	--------
10006	2010-01-27 06:47:06	--------
10010	2010-01-27 06:51:45	--------
10000	2010-01-27 06:56:24	--------
10001	2010-01-27 06:56:24	--------
10001	2010-01-27 07:19:39	--------
10008	2010-01-27 07:42:54	--------
10000	2010-01-27 07:52:12	--------
10005	2010-01-27 07:56:51	--------
10005	2010-01-27 08:06:09	--------
10006	2010-01-27 08:15:27	--------
10010	2010-01-27 08:20:06	--------
10003	2010-01-27 08:24:45	--------
10005	2010-01-27 08:24:45	--------
10004	2010-01-27 08:38:42	--------
10006	2010-01-27 08:43:21	--------
10001	2010-01-27 09:11:15	--------
10008	2010-01-27 09:11:15	--------
10001	2010-01-27 09:15:54	--------
10004	2010-01-27 09:20:33	--------
10002	2010-01-27 09:25:12	--------
10008	2010-01-27 09:39:09	--------
10008	2010-01-27 09:43:48	--------
10005	2010-01-27 09:48:27	--------
10004	2010-01-27 09:53:06	--------
10005	2010-01-27 10:11:42	--------
10010	2010-01-27 10:11:42	--------
10007	2010-01-27 10:39:36	--------
10010	2010-01-27 11:07:30	--------
10005	2010-01-27 11:12:09	--------
10001	2010-01-27 11:26:06	--------
10007	2010-01-27 11:35:24	--------
10004	2010-01-27 11:40:03	--------
10009	2010-01-27 11:54:00	--------
10010	2010-01-28 09:12:45	--------
10001	2010-01-28 09:36:00	--------
10007	2010-01-28 09:36:00	--------
10007	2010-01-28 09:45:18	--------
10005	2010-01-28 09:54:36	--------
10010	2010-01-28 10:13:12	--------
10005	2010-01-28 10:41:06	--------
10004	2010-01-28 10:45:45	--------
10010	2010-01-28 10:45:45	--------
10005	2010-01-28 10:59:42	--------
10001	2010-01-28 11:22:57	--------
10005	2010-01-28 11:41:33	--------
10001	2010-01-28 11:50:51	--------
10007	2010-01-28 12:28:03	--------
10004	2010-01-28 12:51:18	--------
10008	2010-01-28 13:00:36	--------
10004	2010-01-28 13:09:54	--------
10006	2010-01-28 13:14:33	--------
10001	2010-01-28 13:23:51	--------
10005	2010-01-28 13:51:45	--------
10006	2010-01-28 13:51:45	--------
10001	2010-01-28 14:05:42	--------
10010	2010-01-28 14:42:54	--------
10001	2010-01-28 15:06:09	--------
10004	2010-01-28 15:10:48	--------
10007	2010-01-28 15:20:06	--------
10007	2010-01-28 15:24:45	--------
10001	2010-01-28 15:38:42	--------
10004	2010-01-28 16:01:57	--------
10008	2010-01-28 16:01:57	--------
10010	2010-01-28 16:01:57	--------
10008	2010-01-28 16:20:33	--------
10008	2010-01-28 16:34:30	--------
10008	2010-01-28 16:43:48	--------
10004	2010-01-28 16:48:27	--------
10001	2010-01-28 16:53:06	--------
10010	2010-01-28 17:02:24	--------
10004	2010-01-28 17:58:12	--------
10009	2010-01-28 18:12:09	--------
10010	2010-01-28 18:12:09	--------
10005	2010-01-28 18:26:06	--------
10006	2010-01-28 18:35:24	--------
10004	2010-01-28 18:40:03	--------
10005	2010-01-28 18:40:03	--------
10010	2010-01-28 18:44:42	--------
10007	2010-01-28 19:26:33	--------
10001	2010-01-28 19:40:30	--------
